,yoji,yj_pos,yj_reading,j1,j1_Index,j1_Strokes,j1_Meanings,j1_Readings,j1_krad,j1_Kanji,j1_Grade,j1_Kanji Classification,j1_JLPT-test,j1_Kanji Frequency with Proper Nouns,j1_Kanji Frequency without Proper Nouns,j1_Symmetry,j2,j2_Index,j2_Strokes,j2_Meanings,j2_Readings,j2_krad,j2_Kanji,j2_Grade,j2_Kanji Classification,j2_JLPT-test,j2_Kanji Frequency with Proper Nouns,j2_Kanji Frequency without Proper Nouns,j2_Symmetry,j3,j3_Index,j3_Strokes,j3_Meanings,j3_Readings,j3_krad,j3_Kanji,j3_Grade,j3_Kanji Classification,j3_JLPT-test,j3_Kanji Frequency with Proper Nouns,j3_Kanji Frequency without Proper Nouns,j3_Symmetry,j4,j4_Index,j4_Strokes,j4_Meanings,j4_Readings,j4_krad,j4_Kanji,j4_Grade,j4_Kanji Classification,j4_JLPT-test,j4_Kanji Frequency with Proper Nouns,j4_Kanji Frequency without Proper Nouns,j4_Symmetry,bg1,bg1_Meanings,bg1_Readings,bg2,bg2_Meanings,bg2_Readings
3636,家給人足,[],かきゅうじんそく,家,602,10,"[' house/residence/dwelling family/household lineage/family name,', "" house one's house/one's home/one's family/one's household,"", ' house (e.g. of Tokugawa)/family,', ' (something) shop somebody who sells (something) or works as (something) somebody with a (certain) personality trait house roof,', ' -ist/-er,', "" 's house/'s home]""]","['いえ', 'うち', 'け', 'や', 'か', 'んち', 'ん']","['宀', '豕']",['家'],[2],['会意 Com. Ideographic'],[4],[390197],[378801],['S'],給,1834,12,[' wage/recompense]'],['きゅう'],"['口', '糸', '幺', '小', '𠆢']",['給'],[4],['形声 Phonetic'],[3],[77929],[77558],['S'],人,49,2,"[' -ian (e.g. Italian)/-ite (e.g. Tokyoite) -er (e.g. performer, etc.)/person working with ... man/person/people,', ' person,', ' man/person human being/mankind/people human (Homo sapiens)/humans as a species character/personality man of talent/true man another person/other people/others adult,', ' counter for people]']","['じん', 'と', 'ひと', 'にん']",['人'],['人'],[1],['象形 Pictographic'],[5],[1757335],[1696029],['P'],足,2309,7,"[' foot/paw/arm (of an octopus, squid, etc.) leg gait pace bottom structural component (i.e. radical) of a kanji means of transportation money/coin,', ' counter for pairs of socks, shoes, etc.]']","['あし', 'そく']","['口', '足']",['足'],[1],['象形 Pictographic'],[4],[134406],[123380],['P'],家給,[],[],家給,[],[]
3637,慎始敬終,[],しんしけいしゅう,慎,871,13,[],[],"['一', '十', 'ハ', '忄', '目']",['慎'],[7],['形声 Phonetic'],[1],[30142],[19928],['.'],始,545,8,[],[],"['口', '女', '厶']",['始'],[3],['形声 Phonetic'],[4],[175926],[175199],['S'],敬,1046,12,[' reverence/respect]'],['けい'],"['口', '勹', '攵', '⺾']",['敬'],[6],['会意 Com. Ideographic'],[2],[25480],[16582],['S'],終,1826,11,"[' the end,', ' end/final end of life/death never/not at all]']","['おわり', 'わり', 'つい']","['糸', '幺', '小', '夂']",['終'],[3],['形声 Phonetic'],[4],[195327],[195324],['R'],慎始,[],[],慎始,[],[]
3638,晴雲秋月,[],せいうんしゅうげつ,晴,1107,12,[' clear weather/fine weather formal/ceremonial/public cleared of suspicion]'],"['はれ', 'れ']","['月', '青', '土', '二', '日', '亠']",['晴'],[2],['形声 Phonetic'],[3],[25329],[14761],['S'],雲,2564,12,[' cloud]'],['くも'],"['一', '雨', '二', '厶']",['雲'],[2],['形声 Phonetic'],[2],[12988],[8889],['S'],秋,1711,9,"[' time/hour/moment occasion/case chance/opportunity/season the times/the age/the day tense,', ' autumn/fall]']","['とき', 'あき']","['火', '禾']",['秋'],[2],['会意 Com. Ideographic'],[4],[78078],[42265],['S'],月,1130,4,"[' moon month,', ' Monday]']","['つき', 'げつ']",['月'],['月'],[1],['象形 Pictographic'],[5],[960443],[951166],['S'],晴雲,[],[],晴雲,[],[]
3639,昼想夜夢,[],ちゅうそうやむ,昼,1097,9,[' noon/midday daytime lunch]'],['ひる'],"['一', '日', '尸', '丶']",['昼'],[2],['会意 Com. Ideographic'],[4],[14793],[14781],['S'],想,855,13,[' conception/idea/thought samjna (perception)]'],['そう'],"['心', '木', '目']",['想'],[3],['形声 Phonetic'],[3],[110218],[110205],['P'],夜,511,8,"[' evening/night dinner,', ' counter for nights]']","['よる', 'や']","['⺅', '夕', '亠']",['夜'],[2],['会意 Com. Ideographic'],[4],[70624],[69976],['S'],夢,512,13,[' dream]'],['ゆめ'],"['罒', '夕', '冖', '⺾']",['夢'],[5],['会意 Com. Ideographic'],[3],[36345],[34107],['S'],昼想,[],[],昼想,[],[]
3640,愁苦辛勤,[],しゅうくしんきん,愁,858,13,[],[],"['火', '禾', '心']",['愁'],[7],['形声 Phonetic'],[1],[1131],[1131],['S'],苦,2015,8,[' pain/anguish/suffering/distress/anxiety/worry/trouble/difficulty/hardship duhkha (suffering)]'],['く'],"['口', '十', '⺾']",['苦'],[3],['形声 Phonetic'],[3],[64615],[64607],['R'],辛,2370,7,[' 8th in rank/eighth sign of the Chinese calendar]'],['かのと'],"['十', '辛', '立']",['辛'],[7],['象形 Pictographic'],[2],[7570],[7501],['R'],勤,273,12,[],[],"['土', '力', '⺾', '口']",['勤'],[6],['形声 Phonetic'],[3],[36276],[33539],['S'],愁苦,[],[],愁苦,[],[]
3641,夏虫疑氷,[],かちゅうぎひょう,夏,506,10,"[' summer,', ' Xia dynasty (China, perhaps c. 2070-1600 BCE, perhaps mythological)/Hsia dynasty,', ' summer (on the lunisolar calendar', ' 16th day of the 4th month to the 15th day of the 7th month)]']","['なつ', 'か', 'げ']","['一', '自', '夂']",['夏'],[2],['象形 Pictographic'],[4],[62568],[55923],['S'],虫,2087,6,"["" insect/bug/cricket/moth worm/roundworm one's emotions/one's feelings nervousness/fretfulness person devoted to one thing/single-minded person valve core mushi (type of game played with a stripped deck)]""]",['むし'],['虫'],['虫'],[1],['会意 Com. Ideographic'],[2],[11017],[10424],['P'],疑,1592,14,[' doubt/distrust/suspicion (of)]'],['ぎ'],"['疋', '矢', '匕', 'マ']",['疑'],[6],['象形 Pictographic'],[3],[215539],[215539],['S'],氷,1289,5,"[' ice shaved ice (usually served with flavored simple syrup),', ' ice hail,', ' icicle ice pillar (for cooling a room) ice]']","['こおり', 'ひ', 'つらら']","['水', '丶']",['氷'],[3],['象形 Pictographic'],[2],[10116],[8498],['S'],夏虫,[' summer insect/summer insects]'],['なつむし'],夏虫,[' summer insect/summer insects]'],['なつむし']
3642,十全十美,[],じゅうぜんじゅうび,十,288,2,"[' ten ten years of age, シー', ' ten]']",['じゅう'],['十'],['十'],[1],['指事 Ideographic'],[5],[112519],[94851],['R'],全,183,6,[' all/whole/entire/complete/total/pan- complete (set)/in total]'],['ぜん'],"['王', 'ハ', '𠆢']",['全'],[3],['象形 Pictographic'],[3],[462041],[444404],['R'],十,288,2,"[' ten ten years of age, シー', ' ten]']",['じゅう'],['十'],['十'],[1],['指事 Ideographic'],[5],[112519],[94851],['R'],美,1893,9,"[' beauty,', ' august beautiful]']","['び', 'み']","['王', '大', '并', '羊']",['美'],[3],['象形 Pictographic'],[3],[150353],[58671],['R'],十全,[' perfection/thoroughness/consummation]'],['じゅうぜん'],十全,[' perfection/thoroughness/consummation]'],['じゅうぜん']
3643,守株待兎,[],しゅしゅたいと,守,581,6,"[' babysitting/babysitter protecting/keeping/keeper,', ' protection/defense/defence providence amulet/charm/talisman,', ' director (of the provincial governors under the ritsuryo system)]']","['もり', 'り', 'まもり', 'り', 'かみ']","['寸', '宀']",['守'],[3],['会意 Com. Ideographic'],[3],[100909],[90065],['P'],株,1192,10,"["" stock/share stump (clump of) roots/plant with attached roots or stem strain (of bacteria, etc.) stock company/corporation/kabushiki kaisha/KK goodwill (of a business)/privilege (that comes with a role) reputation/standing/popularity one's forte,"", ' stake/post/pile/picket stump,', ' stump counter for trees,', ' stump,', ' stump useless item]']","['かぶ', 'くい', 'しゅ', 'くいぜ', 'かぶた']","['牛', '木']",['株'],[6],['形声 Phonetic'],[1],[124760],[124753],['P'],待,770,9,[],[],"['寸', '土', '彳']",['待'],[3],['形声 Phonetic'],[4],[116127],[116043],['S'],兎,177,8,[' rabbit/hare/coney/cony/lagomorph (esp. leporids)]'],['うさぎ'],"['ノ', '丶', '儿', '口', '｜']",,,,,,,,守株,[' lack of innovation/stupidity]'],['しゅしゅ'],守株,[' lack of innovation/stupidity]'],['しゅしゅ']
3644,上下一心,[],しょうかいっしん,上,8,3,"[' above/up/over/elder (e.g. daughter) top/summit/head (e.g. of a staircase) surface before/previous superiority/one\'s superior/one\'s elder on top of that/besides/what\'s more/not only ... but upon (further inspection, etc.)/based on (and occurring after) matters concerning .../as concerns ... since (i.e. ""for that reason"") 10. honorable/venerable 11. place of one\'s superior (e.g. the throne) 12. emperor/sovereign/shogun/daimyo 13. noblewoman (esp. the wife of a nobleman),', ' upper/upward/outer/surface/top,', ' upper reaches (of a river)/upper stream top/upper part/upper half (of the body) long ago beginning/first person of high rank (e.g. the emperor) government/imperial court imperial capital (i.e. Kyoto)/capital region (i.e. Kansai)/region (or direction of) the imperial palace head (of a table) wife/mistress (of a restaurant),', ' from the standpoint of/as a matter of (e.g. fact)/in the field of/being of the type of aboard (a ship or vehicle)/on top of/on/above first volume (e.g. book) superior quality/best/top/high class going up governmental/imperial presenting/showing ana-]']","['うえ', 'うわ', 'かみ', 'じょう']","['一', '卜']",['上'],[1],['指事 Ideographic'],[5],[862397],[739020],['S'],下,9,3,"["" below/down/under/younger (e.g. daughter) bottom beneath/underneath just after/right after inferiority/one's inferior (i.e. one's junior) trade-in preliminary/preparatory,"", "" under (guidance, supervision, rules, the law, etc.) under (a flag, the sun, etc.)/beneath with (e.g. one blow)/on (the promise, condition, assumption, etc. that ...)/in (e.g. the name of) (somebody's) side/(somebody's) location,"", ' lowness (of degree, value, etc.)/inferiority second volume (of two)/third volume (of three),', ' lower reaches (of a river) bottom/lower part lower half (of the body, esp. the privates)/feces (faeces)/urine/menses end/far from the imperial palace (i.e. far from Kyoto, esp. of western Japan) dirty (e.g. dirty jokes, etc.),', ' under (influence, control, conditions, etc. of)/during (war, occupation, etc.)]']","['した', 'もと', 'げ', 'しも', 'か']","['｜', '一', '卜']",['下'],[1],['指事 Ideographic'],[5],[390613],[328608],['S'],一,2,1,"[' one best first/foremost beginning/start a (single)/one (of many) ace (playing card) bottom string (on a shamisen, etc.),', ' one for one thing only (not) even just (e.g. ""just try it"") some kind of/one type of, イー', ' one,', ' most/best,', ' one one,', ' one same (mind, path, etc.)]']","['いち', 'ひとつ', 'つ', 'いっち', 'ひと', 'いつ']",['一'],['一'],[1],['指事 Ideographic'],[5],[1037182],[848362],['R'],心,787,4,"[' mind/heart/spirit the meaning of a phrase (riddle, etc.),', ' heart/mind/spirit/vitality/inner strength bottom of one\'s heart/core (of one\'s character)/nature centre/center/core/heart heart (organ) Chinese ""Heart"" constellation (one of the 28 mansions) friend]']","['こころ', 'しん']",['心'],['心'],[2],['象形 Pictographic'],[4],[258654],[256954],['P'],上下,"[' top and bottom/up and down/high and low/above and below/upper and lower ends upside-down,', ' top and bottom/high and low/above and below/upper and lower ends/up and down going up and down/rising and falling/fluctuating going and coming back upper and lower classes/ruler and ruled/the government and the people first and second volumes,', ' samurai costume/old ceremonial costume top and bottom/up and down/high and low/above and below/upper and lower ends,', ' top and bottom/up and down/high and low/above and below/upper and lower ends upper and lower classes/ruler and ruled/the government and the people]']","['うえした', 'じょうげ', 'かみしも', 'しょうか']",上下,"[' top and bottom/up and down/high and low/above and below/upper and lower ends upside-down,', ' top and bottom/high and low/above and below/upper and lower ends/up and down going up and down/rising and falling/fluctuating going and coming back upper and lower classes/ruler and ruled/the government and the people first and second volumes,', ' samurai costume/old ceremonial costume top and bottom/up and down/high and low/above and below/upper and lower ends,', ' top and bottom/up and down/high and low/above and below/upper and lower ends upper and lower classes/ruler and ruled/the government and the people]']","['うえした', 'じょうげ', 'かみしも', 'しょうか']"
3645,右文左武,[],ゆうぶんさぶ,右,337,5,[' right/right-hand side afore-mentioned (esp. in vertical Japanese writing)/foregoing/forgoing/above]'],['みぎ'],"['ノ', '一', '口']",['右'],[1],['会意 Com. Ideographic'],[5],[118918],[116443],['R'],文,1053,4,"[' letter/writings,', ' sentence composition/text/writings the literary arts (as opposed to the military arts)/academia/literature statement,', ' (family) crest/coat of arms pattern/figure,', "" figure/design twill weave/pattern of diagonal stripes style (of writing)/figure (of speech) design/plot/plan minor market fluctuation/technical correction cat's cradle lease rod (in a loom),"", ' mon/one-thousandth of a kan (unit of currency 1336-1870)4 cm (traditional unit used to measure shoe sizes) letter/character/sentence scripture/incantation]']","['ふみ', 'ぶん', 'もん', 'あや', 'もん']",['文'],['文'],[1],['象形 Pictographic'],[4],[388966],[345135],['S'],左,682,5,"[' left/left hand side,', ' left (esp. in vertical Japanese writing)/the following]']","['ひだり', 'さ']","['ノ', '一', '工']",['左'],[1],['会意 Com. Ideographic'],[5],[102910],[100234],['R'],武,1260,8,[' the art of war/martial arts/military arts military force/the sword valor/bravery military officer/military man]'],['ぶ'],"['止', '弋']",['武'],[5],['会意 Com. Ideographic'],[2],[141828],[45612],['R'],右文,[' respect for literary culture]'],['ゆうぶん'],右文,[' respect for literary culture]'],['ゆうぶん']
3646,邑犬群吠,[],ゆうけんぐんばい,邑,2429,7,"[' kanji ""large village"" radical at right (radical 163)]']",['おおざと'],"['口', '巴']",,,,,,,,犬,1509,4,[' dog (Canis (lupus) familiaris) squealer/rat/snitch/informer/informant/spy loser/asshole counterfeit/inferior/useless/wasteful]'],['いぬ'],"['犬', '大', '丶']",['犬'],[1],['象形 Pictographic'],[4],[19546],[17022],['P'],群,1895,13,"[' group/bunch/crowd/throng/swarm/band group,', ' gathering]']","['ぐん', 'むら']","['一', '王', '口', '并', '羊', 'ノ']",['群'],[5],['形声 Phonetic'],[2],[33616],[18719],['R'],吠,351,7,[],[],"['犬', '口']",,,,,,,,邑犬,[],[],邑犬,[],[]
3647,有口無行,[],ゆうこうむこう,有,1131,6,"[' existence possession/having limited company,', ' bhava (becoming, existence)]']","['ゆう', 'う']","['ノ', '一', '月']",['有'],[3],['会意 Com. Ideographic'],[4],[180920],[159897],['R'],口,327,3,"[' mouth opening/hole/gap/orifice mouth (of a bottle)/spout/nozzle/mouthpiece gate/door/entrance/exit speaking/speech/talk (i.e. gossip) taste/palate mouth (to feed) opening (i.e. vacancy)/available position invitation/summons 10. kind/sort/type 11. opening (i.e. beginning) 12. counter for mouthfuls, shares (of money), and swords,', ' mouth/speech counter for people or implements]']","['くち', 'く']","['囗', '口']",['口'],[1],['象形 Pictographic'],[4],[200300],[113613],['S'],無,1464,12,"[' nothing/naught/nought/nil/zero un-/non-,', ' un-/non- bad .../poor ...]']","['む', 'ぶ']","['｜', 'ノ', '一', '灬', '無']",['無'],[4],['仮借 Loan'],[2],[225588],[224748],['R'],行,2122,6,"[' line (of text)/row/verse carya (austerities) samskara (formations) semi-cursive style (of writing Chinese characters)/running style,', "" going/travelling/traveling/journey/trip act/action bank counter for banks counter for groups or parties of people type of classical Chinese verse (usu. an epic from the Tang period onwards) shopping district (of similar merchants; in the Sui and Tang periods) merchants' guild (in the Tang period)]""]","['ぎょう', 'こう']","['行', '彳']",['行'],[2],['象形 Pictographic'],[5],[750313],[708761],['P'],有口,[],[],有口,[],[]
3648,野戦攻城,[],やせんこうじょう,野,2459,11,[' plain/field hidden (structural) member wild lacking a political post]'],['の'],"['矛', '里', '亅']",['野'],[2],['形声 Phonetic'],[4],[522054],[251945],['R'],戦,908,13,"[' war/battle/campaign/fight troops/forces,', ' war/battle match/game/competition]']","['いくさ', 'せん']","['十', '⺌', '田', '戈']",['戦'],[4],['会意 Com. Ideographic'],[3],[594059],[592083],['S'],攻,1034,7,[],[],"['工', '攵']",['攻'],[7],['会意 Com. Ideographic'],[1],[91144],[90407],['S'],城,467,9,"[' castle,', ' castle (in place names) castle/fortress,', ' fortress (surrounded by a wall, moat, etc.)]']","['しろ', 'じょう', 'き']","['ノ', '土', '戈']",['城'],[6],['形声 Phonetic'],[2],[82540],[12904],['S'],野戦,[' field battle/field operations/open battle battlefield/battlefront]'],['やせん'],野戦,[' field battle/field operations/open battle battlefield/battlefront]'],['やせん']
3649,小利大損,[],しょうりだいそん,小,630,3,"[' smallness/small item short month (i.e. having fewer than 31 days) elementary school smaller (of two things, places, etc. with the same name)/inferior younger (of two people with the same name)/junior unit of field area (approx. 400 sq m),', ' small/little/slight slightly less than/just about somewhat/somehow minor/petty,', ' small/narrow familiar prefix slightly/a bit,', ' small/little, ぐゎー', ' small/little/dear,', ' narrow/thin]']","['しょう', 'こ', 'お', 'ささ', 'ぐゎ', 'さ']",['小'],['小'],[1],['象形 Pictographic'],[5],[493785],[227697],['R'],利,230,7,[' advantage/benefit/profit/interest]'],['り'],"['禾', '刂']",['利'],[4],['会意 Com. Ideographic'],[3],[231614],[206382],['S'],大,513,3,"[' large/big/great/major/important/serious/heavy/loud older/senior final/ultimate rough/broad/general,', ' large/big/great/huge/vast/major/important/serious/severe great/prominent/eminent/distinguished -sized/as big as/the size of university large (e.g. serving size)/large option long month (i.e. having 31 days),', ' great/grand/large greater (of equal court ranks)/upper/senior a great deal/very much,', ' greater (of equal court ranks)/upper/senior a great deal/very much,', ' nth year in the Taishō era (1912.7.30-1926.12.25)]']","['おお', 'だい', 'おおき', 'き', 'おおい', 'い', 'たい']",['大'],['大'],[1],['象形 Pictographic'],[5],[1825235],[1224358],['R'],損,1002,13,[' loss/damage/harm/unprofitable disadvantage/handicap/drawback/unfavorable]'],['そん'],"['貝', '目', 'ハ', '口', '扌']",['損'],[5],['会意 Com. Ideographic'],[2],[47814],[47805],['S'],小利,[' small profit]'],['しょうり'],小利,[' small profit]'],['しょうり']
3650,肝胆相照,[],かんたんあいてらす,肝,1934,7,[' liver/innards courage/spirit/pluck/guts crux/essential point/key]'],['きも'],"['干', '月']",['肝'],[7],['形声 Phonetic'],[1],[13435],[13380],['R'],胆,1944,9,[' liver/innards courage/spirit/pluck/guts crux/essential point/key]'],['きも'],"['一', '月', '日']",['胆'],[7],['形声 Phonetic'],[1],[6103],[5954],['P'],相,1634,9,"["" one's nature/one's destiny custom/tradition/habit/convention,"", ' together/mutually/fellow,', "" appearance/look/countenance a 'seeming' that fortune-tellers relate to one's fortune aspect phase (e.g. solid, liquid and gaseous),"", ' alternately/in succession,', ' minister of state]']","['さが', 'あい', 'そう', 'こもごも', 'しょう']","['木', '目']",['相'],[3],['会意 Com. Ideographic'],[3],[568804],[555691],['S'],照,1472,13,[],[],"['口', '刀', '日', '灬']",['照'],[4],['形声 Phonetic'],[2],[26639],[20578],['S'],肝胆,"["" the liver and gall bladder/one's inner being]""]",['かんたん'],肝胆,"["" the liver and gall bladder/one's inner being]""]",['かんたん']
3651,作文三上,[],さくぶんさんじょう,作,95,7,[' work (e.g. of art)/production harvest/cultivation/farming/crop/yield technique]'],['さく'],"['｜', 'ノ', '⺅']",['作'],[2],['形声 Phonetic'],[4],[513294],[500901],['P'],文,1053,4,"[' letter/writings,', ' sentence composition/text/writings the literary arts (as opposed to the military arts)/academia/literature statement,', ' (family) crest/coat of arms pattern/figure,', "" figure/design twill weave/pattern of diagonal stripes style (of writing)/figure (of speech) design/plot/plan minor market fluctuation/technical correction cat's cradle lease rod (in a loom),"", ' mon/one-thousandth of a kan (unit of currency 1336-1870)4 cm (traditional unit used to measure shoe sizes) letter/character/sentence scripture/incantation]']","['ふみ', 'ぶん', 'もん', 'あや', 'もん']",['文'],['文'],[1],['象形 Pictographic'],[4],[388966],[345135],['S'],三,7,3,"[' three tri-, サン', ' three]']",['さん'],"['一', '二']",['三'],[1],['指事 Ideographic'],[5],[304749],[151259],['R'],上,8,3,"[' above/up/over/elder (e.g. daughter) top/summit/head (e.g. of a staircase) surface before/previous superiority/one\'s superior/one\'s elder on top of that/besides/what\'s more/not only ... but upon (further inspection, etc.)/based on (and occurring after) matters concerning .../as concerns ... since (i.e. ""for that reason"") 10. honorable/venerable 11. place of one\'s superior (e.g. the throne) 12. emperor/sovereign/shogun/daimyo 13. noblewoman (esp. the wife of a nobleman),', ' upper/upward/outer/surface/top,', ' upper reaches (of a river)/upper stream top/upper part/upper half (of the body) long ago beginning/first person of high rank (e.g. the emperor) government/imperial court imperial capital (i.e. Kyoto)/capital region (i.e. Kansai)/region (or direction of) the imperial palace head (of a table) wife/mistress (of a restaurant),', ' from the standpoint of/as a matter of (e.g. fact)/in the field of/being of the type of aboard (a ship or vehicle)/on top of/on/above first volume (e.g. book) superior quality/best/top/high class going up governmental/imperial presenting/showing ana-]']","['うえ', 'うわ', 'かみ', 'じょう']","['一', '卜']",['上'],[1],['指事 Ideographic'],[5],[862397],[739020],['S'],作文,"[' writing (an essay, prose, etc.)/composition formal writing with little real meaning,', ' writing (poetry)/composing]']","['さくぶん', 'さくもん']",作文,"[' writing (an essay, prose, etc.)/composition formal writing with little real meaning,', ' writing (poetry)/composing]']","['さくぶん', 'さくもん']"
3652,夜雨対牀,[],やうたいしょう,夜,511,8,"[' evening/night dinner,', ' counter for nights]']","['よる', 'や']","['⺅', '夕', '亠']",['夜'],[2],['会意 Com. Ideographic'],[4],[70624],[69976],['S'],雨,2562,8,[' rain rainy day/rainy weather the November suit (in hanafuda)]'],['あめ'],['雨'],['雨'],[1],['象形 Pictographic'],[5],[27122],[26169],['S'],対,621,7,"[' opposite/opposition versus/vs./v. to (e.g. ""winning a game five to three"") equal footing/equal terms against .../anti-/toward .../to ...,', ' pair/couple/set antithesis counter for items that come in pairs counter for sets (of clothes, small furniture, utensils, etc.)]']","['たい', 'つい']","['寸', '文']",['対'],[3],['会意 Com. Ideographic'],[3],[599540],[597097],['R'],牀,1492,8,"[' floor stage (for the narrator and the shamisen player) dining platform built across a river,', ' counter for beds]']","['ゆか', 'しょう']","['木', '爿']",,,,,,,,夜雨,[' night rain]'],['やう'],夜雨,[' night rain]'],['やう']
3653,寡聞少見,[],かぶんしょうけん,寡,614,14,"[' widow/divorced woman not remarried/unmarried woman,', ' minority/small numbers unmarried person/widow/widower]']","['かふ', 'か']","['一', '自', '刀', 'ハ', '宀']",['寡'],[7],['会意 Com. Ideographic'],[1],[975],[975],['R'],聞,1925,14,[],[],"['耳', '門']",['聞'],[2],['形声 Phonetic'],[5],[204919],[130510],['P'],少,631,4,[' small/little/few]'],['しょう'],"['ノ', '小']",['少'],[2],['象形 Pictographic'],[4],[176331],[175913],['S'],見,2170,7,"[' looking/viewing (please) try (to),', ' view (of life, etc.)/outlook]']","['み', 'けん']","['見', '目', '儿']",['見'],[1],['象形 Pictographic'],[5],[719042],[688417],['P'],寡聞,[' having little knowledge (of)/being ill-informed]'],['かぶん'],寡聞,[' having little knowledge (of)/being ill-informed]'],['かぶん']
3654,紙上談兵,[],しじょうだんぺい,紙,1818,10,"[' paper,', ' newspaper]']","['かみ', 'し']","['氏', '糸', '幺', '小']",['紙'],[2],['形声 Phonetic'],[4],[80522],[75301],['P'],上,8,3,"[' above/up/over/elder (e.g. daughter) top/summit/head (e.g. of a staircase) surface before/previous superiority/one\'s superior/one\'s elder on top of that/besides/what\'s more/not only ... but upon (further inspection, etc.)/based on (and occurring after) matters concerning .../as concerns ... since (i.e. ""for that reason"") 10. honorable/venerable 11. place of one\'s superior (e.g. the throne) 12. emperor/sovereign/shogun/daimyo 13. noblewoman (esp. the wife of a nobleman),', ' upper/upward/outer/surface/top,', ' upper reaches (of a river)/upper stream top/upper part/upper half (of the body) long ago beginning/first person of high rank (e.g. the emperor) government/imperial court imperial capital (i.e. Kyoto)/capital region (i.e. Kansai)/region (or direction of) the imperial palace head (of a table) wife/mistress (of a restaurant),', ' from the standpoint of/as a matter of (e.g. fact)/in the field of/being of the type of aboard (a ship or vehicle)/on top of/on/above first volume (e.g. book) superior quality/best/top/high class going up governmental/imperial presenting/showing ana-]']","['うえ', 'うわ', 'かみ', 'じょう']","['一', '卜']",['上'],[1],['指事 Ideographic'],[5],[862397],[739020],['S'],談,2228,15,[' talk/story/conversation]'],['だん'],"['火', '言']",['談'],[3],['形声 Phonetic'],[3],[135061],[129173],['P'],兵,189,7,"[' war/battle/campaign/fight troops/forces,', ' (common) soldier/rank and file army/troops warfare/strategy,', ' warrior/soldier courageous person/strong person,', ' pawn]']","['いくさ', 'へい', 'つわもの', 'ひょう']","['一', '斤', 'ハ']",['兵'],[4],['会意 Com. Ideographic'],[2],[90710],[63695],['P'],紙上,[' on paper/in the newspapers/in a letter]'],['しじょう'],紙上,[' on paper/in the newspapers/in a letter]'],['しじょう']
3655,日陵月替,[],にちりょうげったい,日,1075,4,"["" day/days sun/sunshine/sunlight (the) day/daytime/daylight date/deadline (past) days/time (e.g. of one's childhood) case (esp. unfortunate)/event,"", ' Sunday day (of the month) counter for days Japan,', ' day of month counter for days]']","['ひ', 'にち', 'か']",['日'],['日'],[1],['象形 Pictographic'],[5],[2817613],[1855755],['S'],陵,2530,11,"["" imperial mausoleum/Emperor's tomb big hill]""]",['みささぎ'],"['土', '儿', '夂', '⻖']",['陵'],[7],['形声 Phonetic'],[1],[6911],[3565],['S'],月,1130,4,"[' moon month,', ' Monday]']","['つき', 'げつ']",['月'],['月'],[1],['象形 Pictographic'],[5],[960443],[951166],['S'],替,1128,12,[],[],"['人', '大', '二', '日', '亠']",['替'],[7],['会意 Com. Ideographic'],[2],[44036],[44020],['P'],日陵,[],[],日陵,[],[]
3656,胸襟秀麗,[],きょうきんしゅうれい,胸,1950,10,[' chest/breast breasts/bosom/bust heart lungs stomach heart/mind/feelings]'],['むね'],"['月', '凵', '勹', 'ノ', '丶']",['胸'],[6],['形声 Phonetic'],[2],[19267],[19264],['R'],襟,2162,18,[' collar/lapel/neckband/neck nape of the neck/scruff of the neck]'],['えり'],"['示', '二', '小', '衤', '木']",['襟'],[7],['形声 Phonetic'],[1],[1239],[1198],['S'],秀,1708,7,[' preeminence/supremacy/distinction/excellence]'],['しゅう'],"['乃', '禾']",['秀'],[7],['象形 Pictographic'],[1],[65349],[22765],['S'],麗,2725,19,[],[],"['一', '鹿', '比', '冂', '广']",['麗'],[7],['象形 Pictographic'],[1],[5531],[3398],['P'],胸襟,"["" one's heart]""]",['きょうきん'],胸襟,"["" one's heart]""]",['きょうきん']
